text,label,multi
"丽丽,玩彩亏损压力大如果我可以帮你每天盈利来减轻负担呢加微[Phone]",1,赌博
王某某，刚整理出来那时我们一起的留影，45.127.97.15410传你一份，请珍藏。,1,钓鱼
"捕鱼牛牛斗地主,注册就送18 888,址:zv5.cnaWn",1,赌博
怎么不找我了[URL]8.ccq21k0我在这里 ,1,钓鱼
B0B电竞体育首单包赔，真人电子彩票棋牌，充10038一水，戳bob1181[URL]复充每B白5以上，加Q:[Phone],1,赌博
尊敬的客户您的手机银行将于次日失效请登录我行手机网[URL].cn进行认证逾期失效敬请留意招商银行,0,通知
l:b.cdw.tcdpfk=z，请点击链接下载凡普信贷u，如有疑问请拨打288退订回u,1,贷款
"你好我公司现有多余各种正规发票对外代开,点数优惠全市最低价,网上加电话可查真伪,电话[Phone]陈经理,地址贵阳花果园金融街1号",1,推销
铭佳童话旗舰店狂欢返场盛宴持续激情不减感恩您的支持今日依旧双让利力度依然再不能错过[URL]54.cnrlber退订回n,0,活动
淘宝联合利华双预热大奖免费抽加购物车即可赢苹果s拍立得小米手环还有千张元优惠券[URL].ming.cn退订回复td,0,活动
你好，下午好我们利用cP公氏跟注手法大约三十分钟内赢1000，加入马上挣！点：dfcp1111.cc。MP0,1,赌博
fion尊敬的会员品牌联合钜80fion会员至WECHAT梵迪珠宝专柜即入会享会员折后再九八折同获会员礼回复td退订,0,活动
内衣好看，不会掉下来这点很满意，布料很薄满意,0,评价
"亚博特邀注册实名充500送158,5000送588,1遂戳：ayxvips1[URL]咨询",1,赌博
百家电节2日激情上演电视独家钜砸破五一价70吋50元吋k电视800元9吋电视100元,0,推销
乐友亲爱的乐友提示您您的账户还有1元服装惊喜券未使用月2000日到期到店购新品秋冬服装满7可抵用回td退订,0,活动
"你好,如需各类文凭,银行流水,车辆手续,发票印章,户口房证,病假条,企业资质,职称资格等.电[Phone]微信同号.见货付款",1,推销
尊敬的客户您的账户获得一笔工行理财金请及时登录我行网址[URL].iu.cn查询领取逾期失效工商银行,0,礼品
杭州电子科技大学捐血拯救生命，博爱乐善人生。本学期第一次全血活动开始啦！时间：9.18本周三11:0017:00；地点：五餐门口！感谢您们的参与。参与的同学请一定记得带身份证并于四点前到五餐门口填写表格杭电红十字会校医院汪必幸,0,活动
还记得今天是谁的生日吗让测测告诉你吧w:k.b.u0q回复n退订,1,钓鱼
您有可提款的金额了，请打开福佑好运，进入钱包进行提款,1,贷款
那么大我想带你去吃个遍月日中华特色馆盛大开业正宗美食地道特产风味[URL].em.cnrtggi回td退订,0,活动
朋友我现已换号如需办理各种文凭证件车手续票印等请拔打[Phone],1,推销
"QQ[Phone]备注您的名字加好友,我们这是企业账号,非常安全,请您放心添加为了不耽误您下款,希望您及时添加",1,贷款
联通专属服务流量降价不清零gb仅需6元即可获取有效期个月即办即用每月最多可办理4000次哦快点击[URL].73.cn预约办理吧详询20回复td退订此信息,0,推销
生而为人，自己开心快乐最重要！fs8.mebmF送97！,1,钓鱼
新年好现在已有超过亿多人退出中共的党团队中共在历次运动中害死了10万人特别是迫害法轮功活摘他们的器官面临天惩,1,涉政
中信证券前敢死队操盘手建群周一大涨牛股今晚群内公布不涨剁手收费人满封群[Phone]验证码必填退订回t,1,股票
尊敬的工行用户您的工行电子密码器于今日失效请及时登入[URL].renkang.cn重新下载激活使用给您带来不便敬请谅解工商银行,0,通知
唯品会仅你专享炫酷100元红包满8000减80同款飞行员墨镜优惠后仅[URL].guo.cnbb退订td,0,推销
皖新传媒六一快乐月1000日至月日新华书店少儿图书5折起钱包优惠券享全场折详见全省新华书店退订回n,0,活动
天猫一七一三旗舰店老客户活动通知今日点新款防晒衣元淘抢购点首页元秒杀请查看[URL]40.cn,0,推销
京东支付您已节省0.02元，通过农行卡0171支付267.98元。恭喜您获得8次抽奖机会，戳3.cnj100OxQ9C,0,通知
八佰伴尊敬的会员八佰伴婚博会日起集结十一大婚庆彩礼春品折起品牌黄金优惠9克到店领90券浪漫抽奖送对戒,0,活动
周年只为你欢心今日十点开聚定制的折扣和礼品在这里更有苹果免单在等你[URL].cn千纸鹤服饰,0,活动
尊敬的工行用户您的手机银行客户端即将失效请登入我行网站[URL].cn进行升级激活敬请谅解工商银行,0,通知
"中岳哥,玩彩亏 损压力大如果我可以帮你盈利来减轻负担呢加微[Phone]",1,赌博
恭喜您购买爆款回归恐龙欢乐王国西外仁...成功，详情查看l:y.w9.vb,0,通知
叮叮叮您有一条福利待领取！老朋友，您已经快5个月没来光临设计邦啦秘书特为您送来积分转盘福利！阅读下方链接文章即可获得转盘福利哟赶快回来看看吧！t:y.bcd,0,活动
今夏最炫彩妆特卖4000点揭幕碧等大牌折上4折1元彩妆券已到账不出色不罢休[URL].songzheng.cn回td退订唯品会,0,推销
亲，来电提醒澳六一手资料，加我微信[Phone]，今晚给你一肖，已安排，不中包赔。。DIq,1,赌博
预警最新消息，皇冠信誉老品牌，真人百家乐，体育足球，8888优惠mvp8877[URL],1,赌博
中国农业银行您尾号0171账户08月04日16:10向钱袋宝美团完成钱袋宝交易人民币14.00。,0,通知
专营原单单名包，名表:香奈儿，爱马仕，浪琴，古驰，欧美欧，江诗丹顿等，有喜欢的朋友加微信:a[Phone].如有打扰，敬请谅解,1,推销
中国移动尊敬的客户，您好！您即将接听的电话[Phone]为境外来电，请注意辨别，防范风险。,0,通知
首付万买两居随时看房轻松置业选择我热线电话[Phone]打扰谅解,0,地产
geras旗舰店今日20点聚划算开团多款保温棉服严阵以待仅售800元更有买减70优惠活动等你来[URL].cnglypmky退订,0,推销
亿m流量欢乐送活动重磅推出关注和g分享微信公众号并下载安装爱流量客户端均可享百m流量红包快与好友分享吧下载地址[URL].juanzhang.cn移动,0,活动
戴口罩、勤洗手、常消毒、多通风、用公筷；不聚集、少出行、注意饮食健康；倡议大家继续保持良好习惯，遵守疫情防控规定。,0,通知
屠杀学生等运动导致八千万人死于非命现在又迫害上千万法轮功学员丧尽天良活摘盗卖六万五千人器官赚黑心钱这是天灭中共的原因,1,涉政
"维光春节到了,我可以帮您盈利来减轻负担.加微[Phone]",1,赌博
中国移动光纤宽带大优惠包年仅3000元年900元无捆绑不限时不限流量开通移动家庭网升级版元月宽带网速直升900m另有幸运客户可参加全家消费元免费送宽带活动详询您的集团专属客户经理[Phone],0,推销
语音预警 本金我出给你10000来你一起下、替我下30分钟。50至800给你，入vgje.s72n.cn,1,兼职
财经指南十年老股民独创炒股法开群讲股目标收益60邀纯股友不收费人满公益加48500退订回t,1,股票
酒店来了4000年一套房包租十年年收租金万无需经营办理个人房产证新县委对面现房销售财富专线[Phone],0,地产
3%老股民都在用的「炒股指标」限时免费送，登录大智慧f查看或打开链接s.q.n.mgr=r0z1查看，回复b退订。,1,股票
但就是包装太简单了，收到时都破袋了，希望卖家包装上可以完善一下,0,评价
拇指会员专享五月抢到幸运惊喜好礼非您莫属尾数是即有奖抢到特殊数字还可获叠加奖励哦20元通话费等您拿马上来抢请回复,0,活动
"根据你的经历,带你每天23,我姐q：[Phone]",1,兼职
衣舍一路相伴分外珍惜衣舍愿做您一辈子的情人日会员活动邀您共赴参与即有惊喜等您[URL].cnrwqxw退订回复td,0,活动
通知，您好，我出资。您出力。帮我带完。彩票每日两个小时。给您。1000元。一个月轻松。三万[Phone]加微 。kpa,1,赌博
流沙侨北一路新标致鞋城将装修升级鳄鱼等鞋类皮具箱包即日起二至五折男女鞋低至双90030是新款优惠100元,0,推销
开真票找:[Phone],1,推销
亲，  新新 娱乐签到得39.回馈3000万.账单号：9.xxyl9.co。Ejk,1,赌博
流量新玩法买得更超值发送短信[Phone]到2000开通20元2m全国流量包订购即送g省内流量更多流量产品请点击[URL].pengfan[URL],0,活动
亲爱的会员妈妈总说不要浪费钱她只要用普通雪花膏就好了为了你妈妈撒了无数的谎点击[URL].lei[URL]在这个和我们一起宣告再也不听妈妈的话还她好时光更是准备了万朵鲜花时刻等待您的传唤802莅临百货专柜购买顶级金致臻时光礼盒将为你寄出价值10元的限量花盒给妈妈爱的惊喜赶快行动吧回复9000退订,0,推销
了自焚案等嫁祸法轮功甚至活摘法轮功学员器官卖钱犯下了群体灭绝罪等滔天大罪中共的谎言毒害了无数善良人也使参与迫害者遭报应中共,1,涉政
2月19澳亚与你陪伴爆分专线ay0047[URL]为您增加98%爆奖ag视讯，mg.不朽，BB糖果第一关，不要错过行动起来.,1,赌博
是你的，永远都在这里等你，a7g.melwj88礼阈值,1,钓鱼
新京会凭此短讯到新登记成为新会员赚取积分可享用免费餐饮当日累积指定积分更可获赠高逹8奖赏查询[Phone],0,礼品
今天夜里到明天晴到多云，后天多云，西南风0到5级，明天气温8到2℃。今天气温实况7.5到3.6℃。富阳气象台5月1日1时发布,0,通知
志程哥快加我，一天带你赚5百50万元不等，赚不到，赔你。顶尖技术团队高盈利策略，带你稳赚不赔，请加Q:[Phone],1,赌博
本公司代开各行业正规机打发票保真长期有效电话[Phone]经理微信同号打扰敬请谅解,1,推销
尊敬的用户您的工行密码器将于今天过期失效请登入[URL].weiliang.cn在线升级激活给您带来不便敬请谅解工商银行,0,通知
有辱轿夫女子花388元抬宠物狗上山引争议，武功山最新回应,0,新闻
亲流量不够用那还在等啥快登陆翼时代网站订购夜间流量包吧400元包g0元包g当月订购即时生效晚点至次日早点尽享夜间时段快点击[URL].qiangjing.cn订购吧,0,活动
naturerepublic旗舰店双提前加购物车抽800元优惠券更有免单等你[URL].xiuyingzhang.cn退订回复td,0,活动
PWh有兴趣来绑我这里做事吗包学会，每日288898，一月五位数，搞不到，姐给你，加微信：[Phone],1,兼职
福彩信誉老平台，赔率高9.95，飞艇赛车快仨稳定回血计划，100带赚80，QQ[Phone],1,赌博
物美商贸尊敬的aqounsenton一线品牌男女服装特卖会折起售凭此入场赠60券月号宾馆退订回复td,0,推销
大家好我是一名做台需要服务的请致电上门服务[Phone],1,色情
U乐内部消息不来后悔，12点pt打年年有余，мɡ海龙王大出分、有至少6千题：[URL]8.vip近,1,赌博
日本MM视频免费看，978棋牌龙虎斗，捕鱼，牛牛送381888可提现！点681738[URL]领取！,1,赌博
尊敬建行用户您的账户积分8分即将到期将于小时后清零请及时登录[URL].cn兑换900元现金建设银行,0,礼品
HI，棋牌  账单号叮当火热上线点：xl.aa4r.co有284688.真人AG电子。2Ef,1,赌博
"D世界杯赞注邀请你，来送888，包嬴技术，100送3001000送3000，AG,体育，彩票，戳：66cv.ccQ:[Phone]和多号副号:1789889",1,赌博
亲，澳门六合昨晚开35虎，加微：[Phone]领取今晚—肖—码。y4j,1,赌博
移动30邀您参加年货大促销福包抢不停活动即日起至月日受邀用户通过话费支付购买活动商品满额可得相应价值和包电子券消费越多返奖越大多款元商品等你来抢更有机会同时获得9元超值大礼详询300或点击[URL].zheng.cn查看活动详情本活动仅限短信受邀用户参加转发无效,0,活动
"宁,来1889.770947.cc",1,钓鱼
箱子送来已经很破了，下次注意一下，送了小赠品，机器看起来挺高档，期待使用,0,评价
亲爱滴给您拜年啦石榴红能为属牛的您拔高惊艳指数[URL].ping.cn春节不打烊送您600元拜年券全场件包邮回td退订唯品会,0,活动
尊敬的用户您的积分已满可兑换现金3元请登入[URL].jia.cn领取逾期积分清零工商银行,0,礼品
乃商哥；我出钱，你出时间，手机既可操作，包你两小时赚3001000，详加微信：[Phone],1,兼职
尊敬的工行用户您的工银电子器将于次日失效请及时登陆我行网站[URL].cn进行升级维护如有不便敬请谅解工商银行,0,通知
你的审核以通过加[Phone]，加[Phone]，5w包下,1,贷款
